title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type,stars_list,genre_list,rating_norm,runtime_norm
Meet the Andersons,Unrated,90.0,4.1,,"Comedy, Family",2016.0,Mike and Caroline Anderson have always gone all out with parties and gifts for Christmas with their 10-year-old twins Brendan and Julia. But when Michael loses his job just before the ...                See full summary »,Michael Feifer,"George Stults, Christy Carlson Romano, Savannah Judy, Luke Judy, ",540,,"https://m.media-amazon.com/images/M/MV5BZjY1Nzg3MjAtNzRlYS00MWNhLWEwOWYtMDlkOTQwOWE4YjdjXkEyXkFqcGdeQXVyNjQ2NjYzNDk@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['George Stults', 'Christy Carlson Romano', 'Savannah Judy', 'Luke Judy']","['Comedy', 'Family']",0.35443037974683544,0.4494949494949495
Christmas on the Rocks,,90.0,5.7,,Romance,2022.0,"When an event planner is hurt, her twin sister pretends to be her to save an important corporate client, but things go awry when an old flame reappears and the twin is still stuck pretending to be her sister.",Lane Shefter Bishop,"Khiyla Aynne, Bukola Ayoka, Matthew Bennett, Billy MacLellan, ",125,,"https://m.media-amazon.com/images/M/MV5BNTNjNGI0YWMtYjc1OS00YjUyLWI0ZjctNjI3N2MzNGZiNTE2XkEyXkFqcGdeQXVyMTI5NTI0MDQw._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Khiyla Aynne', 'Bukola Ayoka', 'Matthew Bennett', 'Billy MacLellan']",['Romance'],0.5569620253164558,0.4494949494949495
Jingle Belle,TV-PG,86.0,5.9,,"Drama, Music, Romance",2018.0,A successful jingle writer is cajoled into returning to her hometown to write a song for the 50th anniversary of the annual Christmas Eve concert.,Peter Sullivan,"Tatyana Ali, Cornelius Smith Jr., Loretta Devine, Keshia Knight Pulliam, ",593,,"https://m.media-amazon.com/images/M/MV5BOGQ2MjZkNjYtNWIxYy00Y2VhLWEyZTEtOWY2MzgxZTNjMzNiXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR10,0,140,209_AL_.jpg",Movie,"['Tatyana Ali', 'Cornelius Smith Jr.', 'Loretta Devine', 'Keshia Knight Pulliam']","['Drama', 'Music', 'Romance']",0.5822784810126583,0.4292929292929293
A Christmas in Royal Fashion,TV-PG,90.0,5.4,,Romance,2018.0,Handsome prince and fashion assistant fall in love amidst a Christmas fashion show.,Fred Olen Ray,"Cindy Busby, Diarmaid Murtagh, Adam Levy, Michael Paré, ",808,,"https://m.media-amazon.com/images/M/MV5BMWE4OGZmZmUtNjEwYi00MDU3LWFlZGQtMGQyMTE2M2NmOWMwXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Cindy Busby', 'Diarmaid Murtagh', 'Adam Levy', 'Michael Paré']",['Romance'],0.518987341772152,0.4494949494949495
The Santa Stakeout,TV-G,84.0,6.4,,"Comedy, Crime, Drama",2021.0,"Police detective Tanya is partnered with fellow detective Ryan to solve a recent string of heists. They go undercover as newlyweds, moving into the vacant house next to Mr. Miller, the prime suspect in the case.",Peter Benson,"Tamera Mowry-Housley, Paul Campbell, Joe Pantoliano, Peter Bryant, ","1,218",,"https://m.media-amazon.com/images/M/MV5BYWUwMDI4NzgtMjFhMy00ZDM0LWIxMTctYmM5YzE2NWMyNDMzXkEyXkFqcGdeQXVyNjEwOTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Tamera Mowry-Housley', 'Paul Campbell', 'Joe Pantoliano', 'Peter Bryant']","['Comedy', 'Crime', 'Drama']",0.6455696202531647,0.41919191919191917
A Christmas Proposal,PG,84.0,4.6,,"Comedy, Drama, Romance",2008.0,Two lawyers dueling over a proposal to turn a quaint mountain town into a ski resort discover that they are former childhood sweethearts. Lisa is fighting to protect the hamlet; big-city ...                See full summary »,Michael Feifer,"Nicole Eggert, David O'Donnell, Tom Arnold, David DeLuise, ",606,,"https://m.media-amazon.com/images/M/MV5BMTM2MDcyMTk5Ml5BMl5BanBnXkFtZTcwNzMzMDMyMw@@._V1_UY209_CR14,0,140,209_AL_.jpg",Movie,"['Nicole Eggert', ""David O'Donnell"", 'Tom Arnold', 'David DeLuise']","['Comedy', 'Drama', 'Romance']",0.4177215189873418,0.41919191919191917
Picture Perfect Royal Christmas,,85.0,5.5,,Romance,2020.0,Amanda is the assistant to a famous photographer. Her boss receives an invitation to photograph the Christmas festivities in the kingdom of Pantrea and Amanda goes posing as her. She will ...                See full summary »,Todor Chapkanov,"Roxanne McKee, David Witts, Sophie Ward, Sophie Vavasseur, ",509,,"https://m.media-amazon.com/images/M/MV5BMzIyMzVlMWMtMjI2YS00OTIwLWIzMTMtYjkxNzZjZjQzNThhXkEyXkFqcGdeQXVyOTYyOTIwNjk@._V1_UY209_CR5,0,140,209_AL_.jpg",Movie,"['Roxanne McKee', 'David Witts', 'Sophie Ward', 'Sophie Vavasseur']",['Romance'],0.5316455696202532,0.42424242424242425
The Christmas Listing,TV-PG,84.0,5.2,,"Drama, Romance",2020.0,Two realtors compete for the same listing and have to spend time together at an Inn during Christmas.,Elizabeth Snoderly,"Lexi Giovagnoli, Travis Burns, Greg Evigan, Rachel O'Connell, ",591,,"https://m.media-amazon.com/images/M/MV5BMzllMTJjOTgtMWM5Mi00NTQzLWIwMjUtYmY4MmUxYjVlZTk0XkEyXkFqcGdeQXVyMjc2MDE1MzQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Lexi Giovagnoli', 'Travis Burns', 'Greg Evigan', ""Rachel O'Connell""]","['Drama', 'Romance']",0.49367088607594944,0.41919191919191917
Mr. Miracle,TV-G,86.0,5.3,,"Comedy, Drama, Family",2014.0,"A Guardian Angel, posing as an English teacher, helps a young woman find her way before Christmas.",Carl Bessai,"Rob Morrow, Michelle Harrison, Britt Irvin, Sarah-Jane Redmond, ",603,,"https://m.media-amazon.com/images/M/MV5BMTgyNjE1Njc4Ml5BMl5BanBnXkFtZTgwODc1ODkzNzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Rob Morrow', 'Michelle Harrison', 'Britt Irvin', 'Sarah-Jane Redmond']","['Comedy', 'Drama', 'Family']",0.5063291139240507,0.4292929292929293
Aisle Be Home for Christmas,,85.0,5.2,,"Comedy, Romance",2022.0,Two exes finally reconnect when a snowstorm leaves them stranded in a superstore (without mobile service or Wi-Fi) just before Christmas.,Nick Lyon,"Jennifer Freeman, Garrett Watson, Erica Duke, John Henry Richardson, ",214,,"https://m.media-amazon.com/images/M/MV5BZGMzYTQzMWEtNWIyNS00M2U4LWFjMGUtY2I1ODU2MTcwOWZlXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Jennifer Freeman', 'Garrett Watson', 'Erica Duke', 'John Henry Richardson']","['Comedy', 'Romance']",0.49367088607594944,0.42424242424242425
Colorado Christmas,,94.0,4.5,,"Drama, Family, Romance",2023.0,A single mom decides to follow her dreams when she meets a charming country-music singer who becomes her inspiration--and more.,Elgin Cahill,"Luba Bocian, Brit Ellerman, Paul Anthony McLean, Diana DeGarmo, ",84,,"https://m.media-amazon.com/images/M/MV5BM2NhMWM3OWQtNzY3NS00ZjJmLTkwYzItMmY4ZjY0OGY2NTE5XkEyXkFqcGdeQXVyOTM2ODkxOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Luba Bocian', 'Brit Ellerman', 'Paul Anthony McLean', 'Diana DeGarmo']","['Drama', 'Family', 'Romance']",0.40506329113924056,0.4696969696969697
"Signed, Sealed, Delivered for Christmas",Not Rated,84.0,7.5,,"Drama, Mystery, Romance",2014.0,"When the beloved quartet of postal detectives discover an urgent letter written to God on Christmas Eve, they delay their own plans to help a little girl whose mother's life hangs in the balance.",Kevin Fair,"Eric Mabius, Kristin Booth, Yan-Kay Crystal Lowe, Geoff Gustafson, ","1,597",,"https://m.media-amazon.com/images/M/MV5BMTU0MDYyNjE4Nl5BMl5BanBnXkFtZTgwNDQ3OTI3NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Eric Mabius', 'Kristin Booth', 'Yan-Kay Crystal Lowe', 'Geoff Gustafson']","['Drama', 'Mystery', 'Romance']",0.7848101265822786,0.41919191919191917
A Date by Christmas Eve,TV-PG,93.0,5.8,,"Comedy, Drama, Fantasy",2019.0,"After her brilliant idea for a new dating app is stolen by a workplace rival, Chelsea's fortunes take a turn for the better following a Christmas wish upon a shooting star.",Jake Helgren,"Vanessa Lengies, Evan Williams, Katherine Bailess, Julie McNiven, ",616,,"https://m.media-amazon.com/images/M/MV5BOTdiNjJjOGMtNmNkNC00Yzc2LWExYzQtZGQwZWVkZjdkYjExXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Vanessa Lengies', 'Evan Williams', 'Katherine Bailess', 'Julie McNiven']","['Comedy', 'Drama', 'Fantasy']",0.569620253164557,0.46464646464646464
My Christmas Dream,TV-G,82.0,6.2,,"Comedy, Romance",2016.0,"An ambitious store manager of a renowned retail flagship store must enlist the help of a struggling, single-father handyman to help her realize her dream of managing the company's first international store.",James Head,"Danica McKellar, David Haydn-Jones, Christine Lee, Deidre Hall, ","2,113",,"https://m.media-amazon.com/images/M/MV5BYjQxMWExYjAtOThmNC00MTE2LTg4OTMtZGNiNTdkMWYyNGJlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Danica McKellar', 'David Haydn-Jones', 'Christine Lee', 'Deidre Hall']","['Comedy', 'Romance']",0.6202531645569621,0.4090909090909091
The Christmas Pledge,,99.0,4.8,,Romance,2023.0,"June and Declan, once at odds, are forced to work together at a local TV station to keep June out from under her father's thumb. When their Christmas concert idea fails to save the station, they must look to the heart of the matter.",James Temple,"Isabelle Almoyan, David Michael Reardon, Ron Ford, Wes Deitrick, ",89,,"https://m.media-amazon.com/images/M/MV5BMjQ2M2Y0YmMtMTQ1Ni00M2U2LTlmMzctMzdkY2E5OTliYTc4XkEyXkFqcGdeQXVyMjY2NDc0OTQ@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Isabelle Almoyan', 'David Michael Reardon', 'Ron Ford', 'Wes Deitrick']",['Romance'],0.44303797468354433,0.494949494949495
A Trash Truck Christmas,,28.0,5.6,,"Animation, Short, Adventure",2020.0,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",Eddie Rosas,"John Kahrs, Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, ",254,,"https://m.media-amazon.com/images/M/MV5BZThjNDQyNzItMDlhYy00MTkyLWJjNTAtYjVjNjg2Y2IyMDZjXkEyXkFqcGdeQXVyMTA3NjIzNzI3._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['John Kahrs', 'Henry Keane', 'Glen Keane', 'Lucas Neff', 'Brian Baumgartner']","['Animation', 'Short', 'Adventure']",0.5443037974683544,0.13636363636363635
Holiday High School Reunion,Not Rated,88.0,4.9,,"Comedy, Drama, Musical",2012.0,"When a woman learns of her high school reunion a week before Christmas, she's ecstatic to finally have her chance to win back the one ""that got away"".",Marita Grabiak,"Rachel Boston, Jonathan Bennett, Jon Prescott, Marilu Henner, ","1,407",,"https://m.media-amazon.com/images/M/MV5BNzNkNDFlNDctZmM5OC00ZDBlLTkyNzAtZWY2NGZmNGNjMTNjXkEyXkFqcGdeQXVyMjQ0MjUxOTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Rachel Boston', 'Jonathan Bennett', 'Jon Prescott', 'Marilu Henner']","['Comedy', 'Drama', 'Musical']",0.45569620253164567,0.4393939393939394
Winnie the Pooh: Seasons of Giving,G,70.0,6.7,,"Animation, Adventure, Comedy",1999.0,Join Pooh and his friends in three stories about the seasons.,Jun Falkenstein,"Karl Geurs, Gary Katona, Ed Wexler, Gregg Berger, Brady Bluhm, Jim Cummings, Scott Dreier, ","1,614",,"https://m.media-amazon.com/images/M/MV5BMTkxNzEwNTIxMl5BMl5BanBnXkFtZTgwMDg1NTAwNzE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Karl Geurs', 'Gary Katona', 'Ed Wexler', 'Gregg Berger', 'Brady Bluhm', 'Jim Cummings', 'Scott Dreier']","['Animation', 'Adventure', 'Comedy']",0.6835443037974684,0.3484848484848485
Dear Secret Santa,PG,88.0,6.1,,"Comedy, Family, Romance",2013.0,"Jennifer begins exchanging letters with a secret admirer from her past. Now that she has a second chance at love, will she be able to take it?",Peter Sullivan,"Tatyana Ali, Bill Cobbs, Jordin Sparks, Ernie Hudson, ",809,,"https://m.media-amazon.com/images/M/MV5BMTg4Njk3MTI4Ml5BMl5BanBnXkFtZTgwNDA5NjMzMTE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Tatyana Ali', 'Bill Cobbs', 'Jordin Sparks', 'Ernie Hudson']","['Comedy', 'Family', 'Romance']",0.6075949367088608,0.4393939393939394
Grumpy Old Santa,,83.0,5.4,,"Comedy, Drama, Romance",2023.0,"Bowling, Fishing, working, hating and loving almost every day.",Jay Dee Walters,"Gary Valentine, Glenn Morshower, Kevin P. Farley, Kara Rainer, ",76,,"https://m.media-amazon.com/images/M/MV5BY2RkZjkxZTctMDcyYy00YmIzLTkxMTEtODg0MDM4NDhmZjBjXkEyXkFqcGdeQXVyMjMwODU2MzQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Gary Valentine', 'Glenn Morshower', 'Kevin P. Farley', 'Kara Rainer']","['Comedy', 'Drama', 'Romance']",0.518987341772152,0.41414141414141414
Christmas in the Clouds,PG,96.0,6.4,56.0,"Comedy, Family, Romance",2001.0,"During the holidays at a ski resort in Utah run by a Native American tribe, the overworked manager and a widowed woman from the big city overcome mistaken identities and intrusive guests in their pursuit of romance.",Kate Montgomery,"Timothy Vahle, Sam Vlahos, Mariana Tosca, M. Emmet Walsh, ",872,,"https://m.media-amazon.com/images/M/MV5BMTkxODQ0MzgyOF5BMl5BanBnXkFtZTcwMTU1OTczMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Timothy Vahle', 'Sam Vlahos', 'Mariana Tosca', 'M. Emmet Walsh']","['Comedy', 'Family', 'Romance']",0.6455696202531647,0.4797979797979798
The Christmas Spirit,TV-G,84.0,5.8,,"Comedy, Drama, Romance",2013.0,"A women lands in a coma but realizes her spirit is awake, so she tries to communicate with people in her town and convinces them to change their minds about pending real-estate development in their community.",Jack Angelo,"Nicollette Sheridan, Bart Johnson, Amanda Foreman, Samantha Hanratty, ","1,056",,"https://m.media-amazon.com/images/M/MV5BMTU5NDIwNDMwNF5BMl5BanBnXkFtZTgwMTA0MDk2MDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Nicollette Sheridan', 'Bart Johnson', 'Amanda Foreman', 'Samantha Hanratty']","['Comedy', 'Drama', 'Romance']",0.569620253164557,0.41919191919191917
Christmas Scavenger Hunt,TV-G,82.0,6.1,,"Comedy, Drama, Romance",2019.0,"When Belinda heads back to her hometown for the holidays, she teams up with her ex-boyfriend for the annual Christmas scavenger hunt and things get complicated.",Marita Grabiak,"Kim Shaw, Kevin McGarry, Tom Arnold, Kathryn Kohut, ","1,413",,"https://m.media-amazon.com/images/M/MV5BZmU5ZTQ2OGEtOGU2Zi00NTY0LWE4M2EtZWNkYjhkM2EzYTBhXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Kim Shaw', 'Kevin McGarry', 'Tom Arnold', 'Kathryn Kohut']","['Comedy', 'Drama', 'Romance']",0.6075949367088608,0.4090909090909091
12 Dog Days Till Christmas,Unrated,90.0,4.7,,"Comedy, Drama, Family",2014.0,A troubled teenager is assigned to an animal-rescue shelter over the Christmas season as part of his community service.,Charlie Vaughn,"Reginald VelJohnson, Vincent Giovagnoli, Grainne McDermott, Lexi Giovagnoli, ",541,,"https://m.media-amazon.com/images/M/MV5BOTc1MmEzNGItYzMzYi00ZDI4LThkNjMtNDA1YWUxMGNlYjNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjc2MDE1MzQ@._V1_UY209_CR11,0,140,209_AL_.jpg",Movie,"['Reginald VelJohnson', 'Vincent Giovagnoli', 'Grainne McDermott', 'Lexi Giovagnoli']","['Comedy', 'Drama', 'Family']",0.4303797468354431,0.4494949494949495
Christmas in Rockwell,,83.0,6.1,,"Comedy, Drama, Romance",2022.0,"When a big town star goes home to her small town to celebrate Christmas, confusion and romance lead the holiday festivities.",Amy Force,"Trish Stratus, Stephen Huszar, Sheila McCarthy, Roy Lewis, ",85,,"https://m.media-amazon.com/images/M/MV5BYjY1NzJiYjQtZmRlMi00ZWRiLTg5ZGEtMDk2NzE3YmUzOTE2XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Trish Stratus', 'Stephen Huszar', 'Sheila McCarthy', 'Roy Lewis']","['Comedy', 'Drama', 'Romance']",0.6075949367088608,0.41414141414141414
Our Christmas Love Song,Not Rated,82.0,6.3,,"Drama, Music, Romance",2019.0,"When a country music star is accused of plagiarizing her new Christmas song, she returns to her hometown for the holiday season to try and find proof of authorship.",Gary Yates,"Alicia Witt, Brendan Hines, Andrea del Campo, Anna Anderson-Epp, ","1,095",,"https://m.media-amazon.com/images/M/MV5BZGFiMmUwMmMtM2M1My00OGYxLWE3MjUtZmIzNmRkZGZmZWIwXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Alicia Witt', 'Brendan Hines', 'Andrea del Campo', 'Anna Anderson-Epp']","['Drama', 'Music', 'Romance']",0.6329113924050633,0.4090909090909091
Young at Heart,Approved,117.0,6.7,,"Drama, Music, Romance",1954.0,The life of the youngest of three sisters in a musical family is complicated by the separate arrivals of a charming composer and a cynical music arranger.,Gordon Douglas,"Frank Sinatra, Doris Day, Gig Young, Ethel Barrymore, ","2,765",,"https://m.media-amazon.com/images/M/MV5BZDliMDAyODgtMDFjMy00MjYzLThiZGEtMzhkYjczN2NiYmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Frank Sinatra', 'Doris Day', 'Gig Young', 'Ethel Barrymore']","['Drama', 'Music', 'Romance']",0.6835443037974684,0.5858585858585859
Ghosting: The Spirit of Christmas,TV-14,87.0,5.9,,"Comedy, Drama, Fantasy",2019.0,"Jess goes on the greatest first date of her life, but inadvertently ""ghosts"" Ben when she tragically dies in a car accident on the way home.",Theresa Bennett,"Aisha Dee, Kimiko Glenn, Kendrick Sampson, Jazz Raycole, ",623,,"https://m.media-amazon.com/images/M/MV5BOGUwYzk5MjUtY2IxMy00OTgzLWE1MzktZWZmYjcyYmM2YjQxXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Aisha Dee', 'Kimiko Glenn', 'Kendrick Sampson', 'Jazz Raycole']","['Comedy', 'Drama', 'Fantasy']",0.5822784810126583,0.43434343434343436
The National Tree,TV-G,88.0,5.9,,Drama,2009.0,A teenager has his Sitka Spruce tree chosen to be planted outside the White House as the new national Christmas Tree.,Graeme Campbell,"Andrew McCarthy, Evan Williams, Kari Matchett, Paula Brancati, ",626,,"https://m.media-amazon.com/images/M/MV5BMTczMDY3Nzk1OF5BMl5BanBnXkFtZTcwNjA4ODAwMw@@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Andrew McCarthy', 'Evan Williams', 'Kari Matchett', 'Paula Brancati']",['Drama'],0.5822784810126583,0.4393939393939394
Christmas in the Air,TV-G,84.0,6.2,,"Comedy, Romance",2017.0,"Struggling with his work-life balance, a widowed father-of-two enlists the help of a professional organizer for the holiday season.",Martin Wood,"Catherine Bell, Eric Close, Ken Tremblett, Malcolm Stewart, ","1,479",,"https://m.media-amazon.com/images/M/MV5BYjVlNWQ4YjAtOGE4Ny00MDg2LWE5NTYtZTZlYzZlYzZjOTFkXkEyXkFqcGdeQXVyNjI4ODg5MzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Catherine Bell', 'Eric Close', 'Ken Tremblett', 'Malcolm Stewart']","['Comedy', 'Romance']",0.6202531645569621,0.41919191919191917
An Evergreen Christmas,PG,98.0,5.8,,"Family, Music, Romance",2014.0,"Leaving her seemingly glamorous Hollywood life on hold, Evergreen Lee is forced to return to her small hometown of Balsam Falls, Tennessee and her family's once-thriving Christmas tree farm to attend her father's funeral.",Jeremy Culver,"Robert Loggia, Naomi Judd, Booboo Stewart, Charleene Closshey, ",487,,"https://m.media-amazon.com/images/M/MV5BMTU4Nzg3Mzk4OF5BMl5BanBnXkFtZTgwOTkxMjk4MjE@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Robert Loggia', 'Naomi Judd', 'Booboo Stewart', 'Charleene Closshey']","['Family', 'Music', 'Romance']",0.569620253164557,0.4898989898989899
The Christmas Hope,TV-PG,90.0,6.5,,Drama,2009.0,"When lives intertwine during Christmas, hope is the only unifying gift. After suffering a personal tragedy, a social worker throws herself into finding homes for children in need.",Norma Bailey,"Madeleine Stowe, James Remar, Ian Ziering, Tori Barban, ",833,,"https://m.media-amazon.com/images/M/MV5BMjA1OTQzMTkxOV5BMl5BanBnXkFtZTcwMjg1NzI5Mw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Madeleine Stowe', 'James Remar', 'Ian Ziering', 'Tori Barban']",['Drama'],0.6582278481012659,0.4494949494949495
How to Ruin Christmas,TV-MA,50.0,6.4,,"Comedy, Drama",2020.0,Prodigal daughter Tumi goes home for the holidays and manages to ruin her sister's wedding plans. Now she must make things right before it's too late.,Thando Thabethe,"Dippy Padi, Saint Seseli, Nandi Nyembe, ",652,,"https://m.media-amazon.com/images/M/MV5BNzdiNWU2M2YtZTNhYi00YTk0LWJlOTctOGFlYmU5MjZmYTUwXkEyXkFqcGdeQXVyODE5NTc1MjM@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Dippy Padi', 'Saint Seseli', 'Nandi Nyembe']","['Comedy', 'Drama']",0.6455696202531647,0.2474747474747475
Welcome to the Christmas Family Reunion,,87.0,5.1,,"Comedy, Drama, Music",2021.0,A famous pop star hires an event designer to plan a large family reunion.,Jake Helgren,"Michelle Argyris, Alonzo B. Slater, Asia'h Epperson, Vanessa Williams, ",302,,"https://m.media-amazon.com/images/M/MV5BYmQwN2MxYmQtZmUyZi00NjY0LWEwMzctNWQ4ZjFlZWEzYTg2XkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Michelle Argyris', 'Alonzo B. Slater', ""Asia'h Epperson"", 'Vanessa Williams']","['Comedy', 'Drama', 'Music']",0.4810126582278481,0.43434343434343436
Chasing Christmas,PG,81.0,5.2,,"Comedy, Fantasy",2005.0,"In a world where the holidays are run by the efficient Bureau of Yuletide Affairs, a bitter and burned-out Ghost of Christmas Past decides to go AWOL while on a ""mission"" and leave his ""target"" stranded in 1965.",Ron Oliver,"Tom Arnold, Andrea Roth, Leslie Jordan, Brittney Wilson, ",895,,"https://m.media-amazon.com/images/M/MV5BZTVjYTdkMzAtNDMyYi00OWViLThiYTEtOTc2N2VlODlhOTMyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Tom Arnold', 'Andrea Roth', 'Leslie Jordan', 'Brittney Wilson']","['Comedy', 'Fantasy']",0.49367088607594944,0.40404040404040403
The Snowball Effect,,90.0,4.7,,Romance,2022.0,Two weather rivals trapped in the same small town that Christmas has forgotten must create the best weather report to get their dream job.,Christopher James Lang,"Anjali Khurana, Landon Moss, Russell Bradley Fenton, Leta Tavares, ",144,,"https://m.media-amazon.com/images/M/MV5BYTRmODI0NGQtMmI3My00Yzc5LTkwMDEtZjBjYzVmODk3ZjczXkEyXkFqcGdeQXVyMTE1MjU4NjU5._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Anjali Khurana', 'Landon Moss', 'Russell Bradley Fenton', 'Leta Tavares']",['Romance'],0.4303797468354431,0.4494949494949495
A Christmas Dance Reunion,TV-PG,87.0,6.1,,"Drama, Romance",2021.0,"Successful attorney Lucy is reunited with her childhood Christmas dance partner, Barrett. As the pair give the resort a new lease of life, the passion between them heats up.",Brian Herzlinger,"Corbin Bleu, Monique Coleman, Roy Lewis, Kim Roberts, ",467,,"https://m.media-amazon.com/images/M/MV5BZjgwNWZhMzEtZDJkMy00MTA4LWI1YjctMTkwMGM4OWM0NmI1XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Corbin Bleu', 'Monique Coleman', 'Roy Lewis', 'Kim Roberts']","['Drama', 'Romance']",0.6075949367088608,0.43434343434343436
Christmas Eve,Passed,90.0,5.7,,"Comedy, Drama",1947.0,"To save her fortune from a designing nephew, Matilda Reed must locate her three long-lost adopted sons in time for a Christmas Eve reunion.",Edwin L. Marin,"George Raft, George Brent, Randolph Scott, Joan Blondell, ",815,,"https://m.media-amazon.com/images/M/MV5BMDdiYTQxMWUtZjQ5MS00ZWFlLTk2MDItNDdjOWI3NzcxM2Q4XkEyXkFqcGdeQXVyMTI2OTM0NzQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['George Raft', 'George Brent', 'Randolph Scott', 'Joan Blondell']","['Comedy', 'Drama']",0.5569620253164558,0.4494949494949495
Bachelor Mother,Passed,82.0,7.5,,"Comedy, Romance",1939.0,"An unemployed woman discovers an abandoned baby on the steps of an orphanage, and accepts an offer to take responsibility for the child in return for a job.",Garson Kanin,"Ginger Rogers, David Niven, Charles Coburn, Frank Albertson, ","4,465",,"https://m.media-amazon.com/images/M/MV5BNGU0MDFiMWQtZGUzMi00ZjRjLWE4Y2UtMmU0NjMzNTNiNWQ4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Ginger Rogers', 'David Niven', 'Charles Coburn', 'Frank Albertson']","['Comedy', 'Romance']",0.7848101265822786,0.4090909090909091
My Christmas Fiancé,,92.0,4.6,,"Comedy, Romance",2022.0,"A part-time student at a resort restaurant in beautiful Italy is hired by her boss to be his fiancée for the holidays, so he can avoid getting married.",Stefano Milla,"Jennifer Freeman, Jack Parr, Jennifer Mischiati, Martina Pace, ",240,,"https://m.media-amazon.com/images/M/MV5BMTljOTk1MTktY2E2Mi00MDAxLWFiNWItODdmOGM2NjlhMzY4XkEyXkFqcGdeQXVyOTYwNjI5MzU@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Jennifer Freeman', 'Jack Parr', 'Jennifer Mischiati', 'Martina Pace']","['Comedy', 'Romance']",0.4177215189873418,0.4595959595959596
A Christmas Arrangement,TV-14,90.0,5.4,,"Comedy, Romance",2018.0,"A flower shop owner enters the local Holiday Floral Show in an effort to win a cash prize to help keep her struggling business afloat, but she starts to fall for one of her direct competitors.",Jake Helgren,"Nicky Whelan, Miles Fisher, Daphne Zuniga, Julie McNiven, ",614,,"https://m.media-amazon.com/images/M/MV5BNDQxNzYwNmUtNTJjMy00Y2ZlLWIyY2MtZjMwZjhkOTEyOTEzXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UY209_CR11,0,140,209_AL_.jpg",Movie,"['Nicky Whelan', 'Miles Fisher', 'Daphne Zuniga', 'Julie McNiven']","['Comedy', 'Romance']",0.518987341772152,0.4494949494949495
